1842
  41  52    805765.313     2.200
  42  51    804578.000     4.000
  43  50    800595.000     4.000
  44  49    793480.000    90.000
  37  57    798308.000     9.000
  38  56    807817.000     7.000
  39  55    810542.000     8.000
  40  54    814676.500     2.300
  41  53    812992.813     2.200
  42  52    814255.813     1.800
  43  51    809218.000     4.000
  44  50    806849.000    13.000
  37  58    803667.000    19.000
  38  57    812164.000     8.000
  39  56    817468.000     8.000
  40  55    821139.125     2.300
  41  54    821481.625     1.900
  42  53    821624.875     1.800
  43  52    819152.000     5.000
  44  51    815802.000    12.000
  45  50    809910.000   150.000
  37  59    807110.000    30.000
  38  58    818072.000    25.000
  39  57    822676.000    22.000
  40  56    828994.000     3.000
  41  55    828375.000     4.000
  42  54    830779.188     1.800
  43  53    827024.000     5.000
  44  52    826496.000     8.000
  45  51    819267.000    13.000
  46  50    815030.000   150.000
  37  60    812340.000    30.000
  38  59    821981.000    19.000
  39  58    828667.000    12.000
  40  57    834573.000     3.000
  41  56    836449.000     3.000
  42  55    837600.313     1.800
  43  54    836498.000     5.000
  44  53    834607.000     8.000
  45  52    830300.000    40.000
  46  51    824700.000   300.000
  37  61    816350.000    30.000
  38  60    827890.000    30.000
  39  59    832930.000    24.000
  40  58    840972.000    20.000
  41  57    842440.000     6.000
  42  56    846242.813     1.800
  43  55    843776.000     4.000
  44  54    844791.000     6.000
  45  53    838951.000    12.000
  46  52    836301.000    21.000
  47  51    827100.000   150.000
  37  62    820950.000   150.000
  38  61    831450.000   140.000
  39  60    838751.000    24.000
  40  59    845536.000    20.000
  41  58    849312.000    13.000
  42  57    852168.188     1.800
  43  56    852743.125     1.900
  44  55    852254.375     2.000
  45  54    849429.000     7.000
  46  53    845261.000    15.000
  47  52    839050.000   150.000
  38  62    837620.000   130.000
  39  61    843910.000    80.000
  40  60    852440.000    40.000
  41  59    855000.000    30.000
  42  58    860458.000     6.000
  43  57    859507.500     2.200
  44  56    861927.500     2.000
  45  55    857515.000    20.000
  46  54    856371.000    11.000
  47  53    848540.000    80.000
  48  52    843880.000   100.000
  49  51    832900.000   400.000
  37  64    829850.000   170.000
  38  63    840880.000   120.000
  39  62    849600.000   100.000
  40  61    857370.000    30.000
  41  60    862070.000    19.000
  42  59    865856.000     6.000
  43  58    867899.000    24.000
  44  57    868729.625     2.000
  45  56    867406.000    17.000
  46  55    864643.000    18.000
  47  54    859660.000   100.000
  48  53    853400.000   150.000
  38  64    846620.000   110.000
  39  63    854660.000    90.000
  40  62    863720.000    50.000
  41  61    867550.000    40.000
  42  60    873974.000    21.000
  43  59    874201.000     9.000
  44  58    877949.313     2.000
  45  57    874844.000     5.000
  46  56    875213.000     3.000
  47  55    868480.000    70.000
  48  54    865110.000    70.000
  49  53    855100.000   400.000
  40  63    868430.000   110.000
  41  62    874590.000    70.000
  42  61    879340.000    60.000
  43  60    882304.000    10.000
  44  59    884181.625     2.100
  45  58    884163.000     3.000
  46  57    882837.000     3.000
  47  56    879367.000    17.000
  48  55    874443.000    15.000
  49  54    867611.000    25.000
  41  63    879570.000   110.000
  42  62    886890.000    60.000
  43  61    888260.000    50.000
  44  60    893085.000     4.000
  45  59    891162.000     3.000
  46  58    892820.000     5.000
  47  57    887759.000     6.000
  48  56    885841.000    10.000
  49  55    877150.000   140.000
  50  54    871850.000   150.000
  41  64    886270.000   100.000
  42  63    891970.000    70.000
  43  62    896140.000    60.000
  44  61    898995.000     4.000
  45  60    900130.000     5.000
  46  59    899914.000     5.000
  47  58    897787.000    11.000
  48  57    894266.000    11.000
  49  56    888635.000    17.000
  50  55    881600.000    90.000
  51  54    871370.000   150.000
  42  64    898959.000    22.000
  43  63    901696.000    14.000
  44  62    907461.000     8.000
  45  61    906718.000     8.000
  46  60    909477.000     5.000
  47  59    905729.000     5.000
  48  58    905141.000     6.000
  49  57    897835.000    14.000
  50  56    893870.000    50.000
  42  65    903710.000   160.000
  43  64    909090.000   150.000
  44  63    913130.000   120.000
  45  62    915287.000    12.000
  46  61    916016.000     6.000
  47  60    915266.000     6.000
  48  59    913067.000     7.000
  49  58    908859.000    13.000
  50  57    903070.000    90.000
  43  65    914000.000   130.000
  44  64    920930.000   120.000
  45  63    921510.000   110.000
  46  62    925236.000     4.000
  47  61    922536.000     6.000
  48  60    923403.000     6.000
  49  59    917460.000    40.000
  50  58    914590.000    40.000
  52  56    896700.000   150.000
  44  65    926200.000    70.000
  45  64    929581.000    12.000
  46  63    931390.000     4.000
  47  62    931723.000     3.000
  48  61    930727.000     4.000
  49  60    927924.000     6.000
  50  59    923292.000    10.000
  51  58    916130.000    19.000
  52  57    906670.000    70.000
  53  56    895880.000   150.000
  44  66    933560.000   230.000
  45  65    935590.000   220.000
  46  64    940207.000    11.000
  47  63    938532.000     3.000
  48  62    940642.000     3.000
  49  61    935982.000    12.000
  50  60    934563.000    16.000
  52  58    919440.000    50.000
  46  65    945960.000    40.000
  47  64    947364.000     3.000
  48  63    947618.000     3.000
  49  62    945970.000     5.000
  50  61    942743.000     7.000
  52  59    928710.000    70.000
  46  66    954337.000    18.000
  47  65    953843.000    17.000
  48  64    957016.000     3.000
  49  63    953648.000     5.000
  50  62    953529.000     4.000
  51  61    945692.000    23.000
  52  60    940560.000   170.000
  54  58    921670.000   150.000
  46  67    959760.000    40.000
  47  66    962322.000    17.000
  48  65    963556.000     3.000
  49  64    963091.000     3.000
  50  63    961272.000     4.000
  51  62    956573.000    22.000
  53  60    941720.000    50.000
  54  59    931870.000    90.000
  55  58    920690.000   150.000
  46  68    967637.000    25.000
  47  67    968310.000    30.000
  48  66    972599.000     3.000
  49  65    970365.000     3.000
  50  64    971571.000     3.000
  51  63    964910.000   200.000
  45  70    967400.000   500.000
  46  69    972620.000    60.000
  47  68    976420.000    30.000
  48  67    978740.000     3.000
  49  66    979404.000     4.000
  50  65    979117.000     3.000
  51  64    975305.000    20.000
  52  63    969880.000   110.000
  46  70    980250.000    60.000
  47  69    982070.000    50.000
  48  68    987440.000     3.000
  49  67    986188.000     4.000
  50  66    988681.000     3.000
  51  65    983191.000     6.000
  52  64    980900.000    90.000
  53  63    972370.000   140.000
  55  61    955700.000   400.000
  47  70    989840.000    50.000
  48  69    993217.000     3.000
  49  68    994952.000     6.000
  50  67    995625.000     3.000
  51  66    993086.000     9.000
  52  65    988769.000    19.000
  53  64    983320.000    70.000
  54  63    976090.000   180.000
  55  62    967790.000    50.000
  46  72    991890.000   210.000
  47  71    995210.000    60.000
  48  70   1001572.000    20.000
  49  69   1001311.000     8.000
  50  68   1004952.000     3.000
  51  67   1000513.000     4.000
  52  66    999457.000    16.000
  53  65    991640.000    80.000
  54  64    987900.000  1000.000
  55  63    977800.000    13.000
  47  72   1002270.000    90.000
  48  71   1006840.000    80.000
  49  70   1009856.000     8.000
  50  69   1011437.000     3.000
  51  68   1010061.000     8.000
  52  67   1006985.000     8.000
  53  66   1002690.000    60.000
  54  65    996900.000   120.000
  55  64    989769.000    14.000
  56  63    980900.000  1000.000
  47  73   1007440.000    70.000
  48  72   1014979.000    19.000
  49  71   1015960.000    40.000
  50  70   1020544.000     3.000
  51  69   1017081.000     8.000
  52  68   1017281.000    10.000
  53  67   1010884.000    18.000
  54  66   1008140.000    40.000
  55  65    999417.000    10.000
  56  64    993600.000   300.000
  47  74   1014520.000   150.000
  48  73   1020140.000    80.000
  49  72   1024130.000    30.000
  50  71   1026715.188     2.500
  51  70   1026322.875     2.300
  52  69   1024505.000    25.000
  53  68   1021453.000    11.000
  54  67   1016926.000    24.000
  55  66   1010744.000    14.000
  56  65   1003200.000   300.000
  49  73   1029940.000    50.000
  50  72   1035529.000     3.000
  51  71   1033129.875     2.200
  52  70   1034330.125     1.900
  53  69   1029314.000     5.000
  54  68   1027640.000    90.000
  55  67   1019804.000    16.000
  48  75   1032530.000    40.000
  49  74   1037863.000    24.000
  50  73   1041475.000     3.000
  51  72   1042095.188     2.000
  52  71   1041259.500     1.800
  53  70   1039243.000     4.000
  54  69   1035785.000    15.000
  55  68   1030792.000    12.000
  48  76   1040000.000    60.000
  49  75   1043380.000    50.000
  50  74   1049962.500     1.400
  51  73   1048562.625     2.000
  52  72   1050684.750     1.500
  53  71   1046742.813     2.400
  54  70   1046254.375     2.000
  55  69   1039557.000    12.000
  56  68   1036127.000    14.000
  48  77   1044720.000    70.000
  49  76   1051060.000    30.000
  50  75   1055695.500     1.500
  51  74   1057276.000     3.000
  52  73   1057260.750     1.900
  53  72   1056292.625     1.900
  54  71   1053857.750     2.000
  55  70   1049977.000     8.000
  56  69   1044630.000   250.000
  48  78   1051760.000    50.000
  49  77   1056460.000    40.000
  50  76   1063889.000    11.000
  51  75   1063480.000    30.000
  52  74   1066374.625     1.900
  53  73   1063437.000     4.000
  54  72   1063913.000     6.000
  55  71   1058306.000    12.000
